Bank,Title,Description,Date,Open,High,Low,Close,Adj Close,Volume,Title_Sentiment,Description_Sentiment
IDFC,"GQG Partners acquires 2.58% stake in IDFC First Bank, while Warburg Pincus sells 4.2% stake","GQG Partners buys 2.58% stake in IDFC First Bank, while Cloverdell Investment sells 4.2% stake.",2023-08-31,93.0,95.800003,90.199997,93.349998,93.349998,449067817.0,0.0,0.0
IDFC,"Warburg Pincus sells 4.2 pc stake in IDFC FIRST Bank for Rs 2,480 cr","Read more about Warburg Pincus sells 4.2 pc stake in IDFC FIRST Bank for Rs 2,480 cr on Devdiscourse",2023-09-01,91.800003,94.0,89.099998,93.400002,93.400002,88835098.0,0.0,0.0
IDFC,"Stocks to Watch: Kotak Bank, RIL, Bajaj Auto, Infosys, ONGC, IDFC First","FIIs started September on a positive note as domestic markets settled higher. , FIIs net inflow on Friday was ₹487.94 crore. Meanwhile, DIIs registered a net outflow of ₹2,294.93 crore.",2023-09-03,,,,,,,0.0,0.5574
IDFC,"IDFC First Bank share touches ₹100 mark. Joins HDFC Bank, ICICI Bank, SBI, Kotak Mahindra Bank in this elite club","IDFC First Bank shares reach a new peak at ₹100.70 apiece, becoming one of the top 10 most valuable Indian banks listed on Dalal Street",2023-09-04,95.0,99.0,94.599998,98.449997,98.449997,78872194.0,0.296,0.7574
IDFC,"Stocks to buy: IDFC, GNA Axles, Zen Technologies among top fundamental picks by HDFC Securities","For the month of September, Nifty 50 gained 2% while the Sensex rose 1.5%. The BSE Smallcap index also rose about a percent, while the BSE Midcap index jumped 3.7% in September.",2023-10-01,,,,,,,0.4588,0.6486
IDFC,IDFC First Bank sets QIP floor price at ₹94.95/share,"In 2021, the bank raised had ₹3,000 crore through a QIP at a floor price of ₹57.35 per share.",2023-10-03,95.650002,95.650002,93.550003,94.150002,94.150002,20336030.0,0.0,0.296
IDFC,IDFC First Bank to sell Mumbai office space to NSDL for ₹198 crore,"The office space that would be sold to the central securities depository is located in Naman Chambers, based in the business hub of Bandra-Kurla Complex.",2023-10-09,90.050003,90.400002,88.900002,90.050003,90.050003,23075073.0,0.0,0.296
IDFC,"Stocks to Watch: RIL, Airtel, Bajaj Finance, LIC, IDFC First, Maruti Suzuki","Wipro, LTIMindtree, Bajaj Auto, IndusInd Bank, Polycab, ICICI Lombard, Bandhan Bank, UTI AMC, and Titagarh Rail Systems will be among the stocks to watch on Wednesday as they will be declaring their quarterly earnings report",2023-10-17,91.25,92.0,91.199997,91.599998,91.599998,15944661.0,0.0,0.0
IDFC,"IDFC First Bank Q2 results: Net profit up 35% at ₹751 crore, NII jumps 32%",The bank's gross NPA ratio improved sequentially to 2.11 percent.,2023-10-27,85.5,86.849998,85.199997,86.050003,86.050003,29641971.0,0.4404,0.0
IDFC,"Stocks to Watch: RIL, Maruti Suzuki, Ultratech, AU SFB, Cipla, IDFC First Bank","Adani Green, Marico, TVS Motor, UPL, P&G Health, GMR Airports Infra, Blue Star, and Emkay Global Finance, will be among the stocks to watch on Monday as they will be declaring their quarterly earnings report",2023-10-29,,,,,,,0.0,0.0
IDFC,"Q2 Results today: Zomato, Titan, IndiGo, UCO Bank, IDFC, MRF, among 187 companies to announce Q2 earnings","Q2 Results today: About 187 companies will be releasing their earnings for the September quarter today, including Zomato, Titan, and InterGlobe Aviation",2023-11-02,82.0,83.150002,81.650002,82.300003,82.300003,18044601.0,-0.6249,-0.6249
IDFC,"Stocks to Watch: SBI, Cello World, IndiGo, Bank of Baroda, L&T, IDFC First Bank","Adani Green, Divi's Lab, Nykaa, Gland Pharma, HPCL, Varun Beverages, Zydus Wellness, and Bharat Forge will be among the stocks to watch on Monday as they will be declaring their quarterly earnings report",2023-11-05,,,,,,,0.0,0.4404
IDFC,"Stocks to buy this week: NMDC, DMart, SAIL, IDFC among 9 technical picks; do you own any?","Recommendations for buying stocks include Dilip Buildcon, NMDC, Granules India, Avenue Supermarts, Aarti Industries, Quess Corp, SAIL, IDFC, and HUDCO",2023-11-12,,,,,,,0.0,0.0
IDFC,"FPI stake: Coforge, IDFC First Bank and Patanjali Foods see highest increase in Sept quarter","Coforge, IDFC First Bank and Patanjali Foods saw the highest increase in stake by FPIs in the September quarter, as per a report by Kotak Institutional Equities.",2023-11-29,85.75,86.0,84.449997,84.900002,84.900002,24093734.0,0.3182,0.3182
IDFC,"Tailwinds boost Q2 growth, but multiple headwinds loom ahead","IDFC FIRST Bank’s Economist Gaura Sengupta said the deflator, with a higher weight of WPI, was favourable for manufacturing than the services sector, which has a higher weight of Consumer Price Index (CPI) inflation.",2023-12-04,87.199997,87.849998,86.300003,86.949997,86.949997,30745088.0,0.0772,0.0
IDFC,"Stocks to Watch: Zomato, Maruti Suzuki, SpiceJet, IDFC First Bank","Balrampur Chini Mills, National Aluminium Company, Delta Corp, Indiabulls Housing Finance, India Cements, SAIL and Zee Entertainment Enterprises are in the F&O ban list for 8 December.",2023-12-07,87.400002,88.599998,86.599998,87.699997,87.699997,84289782.0,0.0,-0.2023
IDFC,IDFC FIRST Bank and Mastercard Unveil the FIRST SWYP Credit Card - the Coolest Card for Today’s Generation,Read more about IDFC FIRST Bank and Mastercard Unveil the FIRST SWYP Credit Card - the Coolest Card for Today’s Generation on Devdiscourse,2023-12-08,88.199997,89.5,86.0,88.050003,88.050003,45995020.0,0.3818,0.3818
IDFC,Stocks to Buy: Here’s why Wipro and IDFC are looking attractive,"Stocks to buy: Wipro, SBIN and IDFC Ltd. The prevailing sentiment appears strongly in favor of the bulls, as indicated by the absence of any reversal signals on the technical charts.",2023-12-16,,,,,,,0.4404,0.5859
IDFC,"After SBI, four top lenders including HDFC Bank, IDFC Bank raise MCLR; check latest rates here","A number of banks followed SBI’s footsteps to raise MCLR. These lenders include HDFC Bank, IDFC Bank and Punjab National Bank.",2024-01-08,86.75,86.800003,85.150002,85.449997,85.449997,30801235.0,0.2023,0.0772
IDFC,"IDFC First Bank Q3 Results: Net profit rises 18% to ₹715 crore, NII up 30.5% YoY; asset quality stronger","IDFC First Bank Q3 Results: The bank registered a growth of 37 per cent in net profit at ₹2,232 crore in the nine-months ended December 31, 2023, compared to ₹1,635 crore in the year-ago period.",2024-01-19,87.0,87.199997,84.599998,85.699997,85.699997,42872654.0,0.7906,0.6705
IDFC,"Q3 Results today: ICICI Bank, Kotak Mahindra Bank, IREDA, others to announce Q3 earnings","Q3 Results today: Major banks like ICICI Bank, IDBI Bank, IDFC First Bank, Kotak Mahindra Bank, and Union Bank of India will release their Q3 results, among 40 companies.",2024-01-19,87.0,87.199997,84.599998,85.699997,85.699997,42872654.0,0.0,0.3612
IDFC,"Stocks to Watch: Reliance Industries, ICICI Bank, HUL, Paytm","ICICI Bank, Kotak Mahindra Bank, Union Bank of India, IDBI Bank, IDFC First Bank, Indian Renewable Energy Development Agency, Persistent Systems, Aarti Surfactants, JK Cement, and Tatva Chintan Pharma Chem, are among the companies set to announce their quarterly earnings on January 20",2024-01-19,87.0,87.199997,84.599998,85.699997,85.699997,42872654.0,0.0,0.5766
